Geographic code,Geographic name,Geographic type,"Geographic name, Province or territory","Geographic code, Province or territory",Global non-response rate,Data quality flag,Household type,"Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
2415,Charlevoix-Est,Municipalité régionale de comté,Quebec,24,3.6,0,Total – Household type including census family structure,6790,6980,54353,55727,2.5,48262,49203,1.9
2415,Charlevoix-Est,Municipalité régionale de comté,Quebec,24,3.6,0,  Census-family households,4880,4580,66771,72909,9.2,58220,63386,8.9
2415,Charlevoix-Est,Municipalité régionale de comté,Quebec,24,3.6,0,    Households consisting of only one census family without additional persons,4590,4345,66220,71790,8.4,57227,62379,9
2415,Charlevoix-Est,Municipalité régionale de comté,Quebec,24,3.6,0,"      One couple, with or without children in their census family",4000,3820,69823,75936,8.8,60290,65477,8.6
2415,Charlevoix-Est,Municipalité régionale de comté,Quebec,24,3.6,0,"        One couple, without children in their census family",2070,2285,57048,62438,9.4,49764,54677,9.9
2415,Charlevoix-Est,Municipalité régionale de comté,Quebec,24,3.6,0,"        One couple, with children in their census family",1925,1535,81947,95953,17.1,70687,81766,15.7
2415,Charlevoix-Est,Municipalité régionale de comté,Quebec,24,3.6,0,      One lone-parent census family,595,525,43329,49920,15.2,40320,45517,12.9
2415,Charlevoix-Est,Municipalité régionale de comté,Quebec,24,3.6,0,    Other census-family households,290,235,75777,90752,19.8,66358,83456,25.8
2415,Charlevoix-Est,Municipalité régionale de comté,Quebec,24,3.6,0,  Non-census-family households,1905,2400,25276,28128,11.3,23639,26167,10.7
2416,Charlevoix,Municipalité régionale de comté,Quebec,24,3.9,0,Total – Household type including census family structure,5415,5780,51123,56806,11.1,45963,50560,10
2416,Charlevoix,Municipalité régionale de comté,Quebec,24,3.9,0,  Census-family households,3730,3705,65136,75150,15.4,57000,65590,15.1
2416,Charlevoix,Municipalité régionale de comté,Quebec,24,3.9,0,    Households consisting of only one census family without additional persons,3415,3490,63818,73941,15.9,55586,64329,15.7
2416,Charlevoix,Municipalité régionale de comté,Quebec,24,3.9,0,"      One couple, with or without children in their census family",2955,3095,67961,77344,13.8,58295,67151,15.2
2416,Charlevoix,Municipalité régionale de comté,Quebec,24,3.9,0,"        One couple, without children in their census family",1545,1795,52481,62281,18.7,47694,54528,14.3
2416,Charlevoix,Municipalité régionale de comté,Quebec,24,3.9,0,"        One couple, with children in their census family",1415,1300,80624,99188,23,71171,83854,17.8
2416,Charlevoix,Municipalité régionale de comté,Quebec,24,3.9,0,      One lone-parent census family,455,390,43030,56832,32.1,39133,50944,30.2
2416,Charlevoix,Municipalité régionale de comté,Quebec,24,3.9,0,    Other census-family households,315,215,76225,93440,22.6,71858,85504,19
2416,Charlevoix,Municipalité régionale de comté,Quebec,24,3.9,0,  Non-census-family households,1685,2075,24290,28838,18.7,22967,26488,15.3
2417,L'Islet,Municipalité régionale de comté,Quebec,24,3.3,0,Total – Household type including census family structure,7900,8020,48486,52042,7.3,43276,46171,6.7
2417,L'Islet,Municipalité régionale de comté,Quebec,24,3.3,0,  Census-family households,5445,5175,60161,69256,15.1,53155,60890,14.6
2417,L'Islet,Municipalité régionale de comté,Quebec,24,3.3,0,    Households consisting of only one census family without additional persons,5235,5020,59537,68871,15.7,52520,60449,15.1
2417,L'Islet,Municipalité régionale de comté,Quebec,24,3.3,0,"      One couple, with or without children in their census family",4615,4425,62054,71437,15.1,54358,62541,15.1
2417,L'Islet,Municipalité régionale de comté,Quebec,24,3.3,0,"        One couple, without children in their census family",2320,2665,49657,57655,16.1,44865,51499,14.8
2417,L'Islet,Municipalité régionale de comté,Quebec,24,3.3,0,"        One couple, with children in their census family",2300,1760,74426,90752,21.9,65180,78639,20.6
2417,L'Islet,Municipalité régionale de comté,Quebec,24,3.3,0,      One lone-parent census family,615,595,48422,49792,2.8,43428,45376,4.5
2417,L'Islet,Municipalité régionale de comté,Quebec,24,3.3,0,    Other census-family households,205,155,76193,82176,7.9,71336,74496,4.4
2417,L'Islet,Municipalité régionale de comté,Quebec,24,3.3,0,  Non-census-family households,2450,2850,21743,28661,31.8,21023,26213,24.7
2418,Montmagny,Municipalité régionale de comté,Quebec,24,3.9,0,Total – Household type including census family structure,10010,10420,47094,49649,5.4,42465,44466,4.7
2418,Montmagny,Municipalité régionale de comté,Quebec,24,3.9,0,  Census-family households,6655,6425,59583,69202,16.1,53155,60873,14.5
2418,Montmagny,Municipalité régionale de comté,Quebec,24,3.9,0,    Households consisting of only one census family without additional persons,6390,6200,59237,68631,15.9,51775,60411,16.7
2418,Montmagny,Municipalité régionale de comté,Quebec,24,3.9,0,"      One couple, with or without children in their census family",5505,5415,62911,72011,14.5,55254,63124,14.2
2418,Montmagny,Municipalité régionale de comté,Quebec,24,3.9,0,"        One couple, without children in their census family",2785,3255,50159,58443,16.5,44884,52096,16.1
2418,Montmagny,Municipalité régionale de comté,Quebec,24,3.9,0,"        One couple, with children in their census family",2725,2165,75498,94748,25.5,66091,81584,23.4
2418,Montmagny,Municipalité régionale de comté,Quebec,24,3.9,0,      One lone-parent census family,885,785,41175,50496,22.6,38551,46054,19.5
2418,Montmagny,Municipalité régionale de comté,Quebec,24,3.9,0,    Other census-family households,265,225,88725,85333,-3.8,77054,76544,-0.7
2418,Montmagny,Municipalité régionale de comté,Quebec,24,3.9,0,  Non-census-family households,3355,3995,24269,28174,16.1,23114,25870,11.9
2419,Bellechasse,Municipalité régionale de comté,Quebec,24,4.1,0,Total – Household type including census family structure,13320,15625,54371,62039,14.1,48151,54229,12.6
2419,Bellechasse,Municipalité régionale de comté,Quebec,24,4.1,0,  Census-family households,9635,10725,67569,79605,17.8,59463,68516,15.2
2419,Bellechasse,Municipalité régionale de comté,Quebec,24,4.1,0,    Households consisting of only one census family without additional persons,9405,10455,67366,79191,17.6,59209,68172,15.1
2419,Bellechasse,Municipalité régionale de comté,Quebec,24,4.1,0,"      One couple, with or without children in their census family",8330,9305,70117,82539,17.7,61473,70869,15.3
2419,Bellechasse,Municipalité régionale de comté,Quebec,24,4.1,0,"        One couple, without children in their census family",3980,5055,54715,65548,19.8,48759,57103,17.1
2419,Bellechasse,Municipalité régionale de comté,Quebec,24,4.1,0,"        One couple, with children in their census family",4350,4245,80998,101080,24.8,71556,86124,20.4
2419,Bellechasse,Municipalité régionale de comté,Quebec,24,4.1,0,      One lone-parent census family,1075,1150,46604,54869,17.7,42849,49152,14.7
2419,Bellechasse,Municipalité régionale de comté,Quebec,24,4.1,0,    Other census-family households,230,270,73394,93696,27.7,69483,85248,22.7
2419,Bellechasse,Municipalité régionale de comté,Quebec,24,4.1,0,  Non-census-family households,3690,4900,27566,33187,20.4,25100,29676,18.2
2420,L'Île-d'Orléans,Municipalité régionale de comté,Quebec,24,3.9,0,Total – Household type including census family structure,2865,3040,66321,77568,17,57769,65856,14
2420,L'Île-d'Orléans,Municipalité régionale de comté,Quebec,24,3.9,0,  Census-family households,2110,2225,80582,94062,16.7,67479,78023,15.6
2420,L'Île-d'Orléans,Municipalité régionale de comté,Quebec,24,3.9,0,    Households consisting of only one census family without additional persons,2045,2150,80593,93460,16,67152,77269,15.1
2420,L'Île-d'Orléans,Municipalité régionale de comté,Quebec,24,3.9,0,"      One couple, with or without children in their census family",1840,1985,82738,95040,14.9,68480,78775,15
2420,L'Île-d'Orléans,Municipalité régionale de comté,Quebec,24,3.9,0,"        One couple, without children in their census family",1020,1225,72188,80576,11.6,61464,68011,10.7
2420,L'Île-d'Orléans,Municipalité régionale de comté,Quebec,24,3.9,0,"        One couple, with children in their census family",820,755,95144,120576,26.7,84592,100384,18.7
2420,L'Île-d'Orléans,Municipalité régionale de comté,Quebec,24,3.9,0,      One lone-parent census family,200,170,65778,65195,-0.9,56153,54955,-2.1
2420,L'Île-d'Orléans,Municipalité régionale de comté,Quebec,24,3.9,0,    Other census-family households,65,70,69614,132608,90.5,68078,112640,65.5
2420,L'Île-d'Orléans,Municipalité régionale de comté,Quebec,24,3.9,0,  Non-census-family households,750,820,31228,38372,22.9,27919,33536,20.1
2421,La Côte-de-Beaupré,Municipalité régionale de comté,Quebec,24,3.6,0,Total – Household type including census family structure,9390,11850,61842,71277,15.3,53862,60827,12.9
2421,La Côte-de-Beaupré,Municipalité régionale de comté,Quebec,24,3.6,0,  Census-family households,6830,8215,76609,90668,18.4,65137,76163,16.9
2421,La Côte-de-Beaupré,Municipalité régionale de comté,Quebec,24,3.6,0,    Households consisting of only one census family without additional persons,6570,7885,76323,89856,17.7,64508,75494,17
2421,La Côte-de-Beaupré,Municipalité régionale de comté,Quebec,24,3.6,0,"      One couple, with or without children in their census family",5770,7060,80653,94134,16.7,68128,78684,15.5
2421,La Côte-de-Beaupré,Municipalité régionale de comté,Quebec,24,3.6,0,"        One couple, without children in their census family",2855,3795,64066,74173,15.8,55822,63245,13.3
2421,La Côte-de-Beaupré,Municipalité régionale de comté,Quebec,24,3.6,0,"        One couple, with children in their census family",2910,3260,95030,116736,22.8,80776,96666,19.7
2421,La Côte-de-Beaupré,Municipalité régionale de comté,Quebec,24,3.6,0,      One lone-parent census family,800,830,52179,61664,18.2,47688,54752,14.8
2421,La Côte-de-Beaupré,Municipalité régionale de comté,Quebec,24,3.6,0,    Other census-family households,260,330,93641,109056,16.5,80364,94720,17.9
2421,La Côte-de-Beaupré,Municipalité régionale de comté,Quebec,24,3.6,0,  Non-census-family households,2560,3635,31637,37589,18.8,28219,32821,16.3
2422,La Jacques-Cartier,Municipalité régionale de comté,Quebec,24,3.2,0,Total – Household type including census family structure,11230,16330,77773,90884,16.9,65654,75523,15
2422,La Jacques-Cartier,Municipalité régionale de comté,Quebec,24,3.2,0,  Census-family households,8820,12810,86369,102958,19.2,72071,84851,17.7
2422,La Jacques-Cartier,Municipalité régionale de comté,Quebec,24,3.2,0,    Households consisting of only one census family without additional persons,8455,12350,85281,102369,20,71446,84239,17.9
2422,La Jacques-Cartier,Municipalité régionale de comté,Quebec,24,3.2,0,"      One couple, with or without children in their census family",7735,11190,88587,106332,20,73582,87465,18.9
2422,La Jacques-Cartier,Municipalité régionale de comté,Quebec,24,3.2,0,"        One couple, without children in their census family",3460,4860,78462,88553,12.9,65315,73112,11.9
2422,La Jacques-Cartier,Municipalité régionale de comté,Quebec,24,3.2,0,"        One couple, with children in their census family",4265,6330,95712,119109,24.4,79639,97737,22.7
2422,La Jacques-Cartier,Municipalité régionale de comté,Quebec,24,3.2,0,      One lone-parent census family,720,1160,62886,66603,5.9,55723,56218,0.9
2422,La Jacques-Cartier,Municipalité régionale de comté,Quebec,24,3.2,0,    Other census-family households,365,460,103963,118016,13.5,87173,101632,16.6
2422,La Jacques-Cartier,Municipalité régionale de comté,Quebec,24,3.2,0,  Non-census-family households,2410,3525,40374,48288,19.6,34412,39862,15.8
2423,Québec,Territoire équivalent,Quebec,24,4.2,0,Total – Household type including census family structure,240795,267140,55406,61175,10.4,47688,52592,10.3
2423,Québec,Territoire équivalent,Quebec,24,4.2,0,  Census-family households,143830,153220,76875,87323,13.6,65561,73769,12.5
2423,Québec,Territoire équivalent,Quebec,24,4.2,0,    Households consisting of only one census family without additional persons,138210,147955,76742,86935,13.3,65238,73315,12.4
2423,Québec,Territoire équivalent,Quebec,24,4.2,0,"      One couple, with or without children in their census family",116685,126395,82620,93116,12.7,69920,77958,11.5
2423,Québec,Territoire équivalent,Quebec,24,4.2,0,"        One couple, without children in their census family",61745,71785,68597,77258,12.6,58253,65597,12.6
2423,Québec,Territoire équivalent,Quebec,24,4.2,0,"        One couple, with children in their census family",54945,54615,99887,116734,16.9,84374,96910,14.9
2423,Québec,Territoire équivalent,Quebec,24,4.2,0,      One lone-parent census family,21520,21555,49242,57859,17.5,45548,51386,12.8
2423,Québec,Territoire équivalent,Quebec,24,4.2,0,    Other census-family households,5620,5265,81196,98512,21.3,72909,87194,19.6
2423,Québec,Territoire équivalent,Quebec,24,4.2,0,  Non-census-family households,96960,113925,32409,36937,14,28679,32562,13.5
2425,Lévis,Territoire équivalent,Quebec,24,3.4,0,Total – Household type including census family structure,52660,60780,68071,74101,8.9,57517,62634,8.9
2425,Lévis,Territoire équivalent,Quebec,24,3.4,0,  Census-family households,37775,41435,82914,94388,13.8,70540,79039,12
2425,Lévis,Territoire équivalent,Quebec,24,3.4,0,    Households consisting of only one census family without additional persons,36725,40265,82603,93902,13.7,70188,78574,11.9
2425,Lévis,Territoire équivalent,Quebec,24,3.4,0,"      One couple, with or without children in their census family",31780,34910,87824,100289,14.2,74795,83226,11.3
2425,Lévis,Territoire équivalent,Quebec,24,3.4,0,"        One couple, without children in their census family",14590,18110,71557,78873,10.2,59928,66716,11.3
2425,Lévis,Territoire équivalent,Quebec,24,3.4,0,"        One couple, with children in their census family",17195,16795,101164,123553,22.1,85503,101628,18.9
2425,Lévis,Territoire équivalent,Quebec,24,3.4,0,      One lone-parent census family,4940,5355,51855,62377,20.3,47552,54432,14.5
2425,Lévis,Territoire équivalent,Quebec,24,3.4,0,    Other census-family households,1055,1170,90712,109926,21.2,79304,96043,21.1
2425,Lévis,Territoire équivalent,Quebec,24,3.4,0,  Non-census-family households,14885,19345,35821,40192,12.2,30691,34688,13
2426,La Nouvelle-Beauce,Municipalité régionale de comté,Quebec,24,3.1,0,Total – Household type including census family structure,12185,14790,60790,67947,11.8,52664,58877,11.8
2426,La Nouvelle-Beauce,Municipalité régionale de comté,Quebec,24,3.1,0,  Census-family households,9080,10580,72419,83818,15.7,63406,71710,13.1
2426,La Nouvelle-Beauce,Municipalité régionale de comté,Quebec,24,3.1,0,    Households consisting of only one census family without additional persons,8845,10335,71928,83434,16,62828,71332,13.5
2426,La Nouvelle-Beauce,Municipalité régionale de comté,Quebec,24,3.1,0,"      One couple, with or without children in their census family",7940,9180,74626,87345,17,65116,74419,14.3
2426,La Nouvelle-Beauce,Municipalité régionale de comté,Quebec,24,3.1,0,"        One couple, without children in their census family",3485,4565,57993,69253,19.4,50426,59739,18.5
2426,La Nouvelle-Beauce,Municipalité régionale de comté,Quebec,24,3.1,0,"        One couple, with children in their census family",4455,4620,86716,104373,20.4,74895,88584,18.3
2426,La Nouvelle-Beauce,Municipalité régionale de comté,Quebec,24,3.1,0,      One lone-parent census family,905,1150,49403,55154,11.6,46228,49315,6.7
2426,La Nouvelle-Beauce,Municipalité régionale de comté,Quebec,24,3.1,0,    Other census-family households,240,245,83321,97664,17.2,71812,87296,21.6
2426,La Nouvelle-Beauce,Municipalité régionale de comté,Quebec,24,3.1,0,  Non-census-family households,3100,4215,32723,36406,11.3,27883,31941,14.6
2427,Robert-Cliche,Municipalité régionale de comté,Quebec,24,3,0,Total – Household type including census family structure,7470,8000,53341,56640,6.2,47610,50309,5.7
2427,Robert-Cliche,Municipalité régionale de comté,Quebec,24,3,0,  Census-family households,5390,5375,65204,73912,13.4,57990,64188,10.7
2427,Robert-Cliche,Municipalité régionale de comté,Quebec,24,3,0,    Households consisting of only one census family without additional persons,5290,5240,65096,73523,12.9,57490,63849,11.1
2427,Robert-Cliche,Municipalité régionale de comté,Quebec,24,3,0,"      One couple, with or without children in their census family",4600,4595,67789,77450,14.3,60151,66736,10.9
2427,Robert-Cliche,Municipalité régionale de comté,Quebec,24,3,0,"        One couple, without children in their census family",2125,2455,52697,61197,16.1,47390,54061,14.1
2427,Robert-Cliche,Municipalité régionale de comté,Quebec,24,3,0,"        One couple, with children in their census family",2475,2135,80087,94543,18.1,70874,81250,14.6
2427,Robert-Cliche,Municipalité régionale de comté,Quebec,24,3,0,      One lone-parent census family,690,650,47381,50219,6,43560,45739,5
2427,Robert-Cliche,Municipalité régionale de comté,Quebec,24,3,0,    Other census-family households,105,125,77978,84480,8.3,71409,77056,7.9
2427,Robert-Cliche,Municipalité régionale de comté,Quebec,24,3,0,  Non-census-family households,2080,2630,24815,30921,24.6,22957,27891,21.5
2428,Les Etchemins,Municipalité régionale de comté,Quebec,24,4.1,0,Total – Household type including census family structure,7240,7320,47120,50534,7.2,43120,45568,5.7
2428,Les Etchemins,Municipalité régionale de comté,Quebec,24,4.1,0,  Census-family households,4955,4795,60030,67610,12.6,53254,59541,11.8
2428,Les Etchemins,Municipalité régionale de comté,Quebec,24,4.1,0,    Households consisting of only one census family without additional persons,4840,4690,59527,67153,12.8,52896,59172,11.9
2428,Les Etchemins,Municipalité régionale de comté,Quebec,24,4.1,0,"      One couple, with or without children in their census family",4355,4155,60852,70076,15.2,53721,61803,15
2428,Les Etchemins,Municipalité régionale de comté,Quebec,24,4.1,0,"        One couple, without children in their census family",2130,2465,47230,53319,12.9,43644,48802,11.8
2428,Les Etchemins,Municipalité régionale de comté,Quebec,24,4.1,0,"        One couple, with children in their census family",2225,1695,74921,90731,21.1,65839,79134,20.2
2428,Les Etchemins,Municipalité régionale de comté,Quebec,24,4.1,0,      One lone-parent census family,485,530,47816,49504,3.5,44846,46176,3
2428,Les Etchemins,Municipalité régionale de comté,Quebec,24,4.1,0,    Other census-family households,115,100,79825,85760,7.4,73970,79616,7.6
2428,Les Etchemins,Municipalité régionale de comté,Quebec,24,4.1,0,  Non-census-family households,2280,2530,22381,27632,23.5,21928,26176,19.4
2429,Beauce-Sartigan,Municipalité régionale de comté,Quebec,24,4.1,0,Total – Household type including census family structure,20440,22860,52616,55478,5.4,46173,48996,6.1
2429,Beauce-Sartigan,Municipalité régionale de comté,Quebec,24,4.1,0,  Census-family households,13845,14635,66574,74884,12.5,58430,65104,11.4
2429,Beauce-Sartigan,Municipalité régionale de comté,Quebec,24,4.1,0,    Households consisting of only one census family without additional persons,13445,14300,66199,74611,12.7,57981,64806,11.8
2429,Beauce-Sartigan,Municipalité régionale de comté,Quebec,24,4.1,0,"      One couple, with or without children in their census family",11640,12330,70036,79488,13.5,61443,68611,11.7
2429,Beauce-Sartigan,Municipalité régionale de comté,Quebec,24,4.1,0,"        One couple, without children in their census family",5315,6575,56150,62605,11.5,49119,55020,12
2429,Beauce-Sartigan,Municipalité régionale de comté,Quebec,24,4.1,0,"        One couple, with children in their census family",6325,5755,80299,97221,21.1,69924,83322,19.2
2429,Beauce-Sartigan,Municipalité régionale de comté,Quebec,24,4.1,0,      One lone-parent census family,1805,1975,43564,50322,15.5,41001,45824,11.8
2429,Beauce-Sartigan,Municipalité régionale de comté,Quebec,24,4.1,0,    Other census-family households,395,335,82888,86699,4.6,73498,77483,5.4
2429,Beauce-Sartigan,Municipalité régionale de comté,Quebec,24,4.1,0,  Non-census-family households,6600,8220,27812,30359,9.2,25346,27745,9.5
2430,Le Granit,Municipalité régionale de comté,Quebec,24,3.7,0,Total – Household type including census family structure,9360,9560,47949,51422,7.2,42981,46252,7.6
2430,Le Granit,Municipalité régionale de comté,Quebec,24,3.7,0,  Census-family households,6540,6310,59204,67230,13.6,52793,59257,12.2
2430,Le Granit,Municipalité régionale de comté,Quebec,24,3.7,0,    Households consisting of only one census family without additional persons,6355,6145,59069,66868,13.2,52574,58816,11.9
2430,Le Granit,Municipalité régionale de comté,Quebec,24,3.7,0,"      One couple, with or without children in their census family",5710,5465,62008,70047,13,55048,61391,11.5
2430,Le Granit,Municipalité régionale de comté,Quebec,24,3.7,0,"        One couple, without children in their census family",3025,3345,48806,57015,16.8,44015,50752,15.3
2430,Le Granit,Municipalité régionale de comté,Quebec,24,3.7,0,"        One couple, with children in their census family",2685,2125,76896,89274,16.1,67405,78103,15.9
2430,Le Granit,Municipalité régionale de comté,Quebec,24,3.7,0,      One lone-parent census family,650,675,44576,47040,5.5,41561,43429,4.5
2430,Le Granit,Municipalité régionale de comté,Quebec,24,3.7,0,    Other census-family households,185,165,64893,80384,23.9,61541,74752,21.5
2430,Le Granit,Municipalité régionale de comté,Quebec,24,3.7,0,  Non-census-family households,2825,3250,23966,27616,15.2,22723,25915,14
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,0,Total – Household type including census family structure,18965,19670,45730,48981,7.1,41263,44293,7.3
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,0,  Census-family households,12630,12195,58343,66939,14.7,52231,59079,13.1
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,0,    Households consisting of only one census family without additional persons,12335,11925,57993,66430,14.5,52050,58661,12.7
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,0,"      One couple, with or without children in their census family",10915,10440,61216,69782,14,54356,61079,12.4
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,0,"        One couple, without children in their census family",6100,6625,50192,57344,14.2,45448,51243,12.8
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,0,"        One couple, with children in their census family",4815,3815,75744,92981,22.8,67024,80326,19.8
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,0,      One lone-parent census family,1415,1485,38465,48768,26.8,36933,44966,21.8
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,0,    Other census-family households,295,270,63513,86101,35.6,60026,78912,31.5
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,0,  Non-census-family households,6335,7475,25030,26520,6,23212,25003,7.7
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4,0,Total – Household type including census family structure,9605,10270,46874,50716,8.2,42673,45540,6.7
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4,0,  Census-family households,6720,6640,58428,67119,14.9,52184,59500,14
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4,0,    Households consisting of only one census family without additional persons,6515,6465,58169,66537,14.4,51924,59045,13.7
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4,0,"      One couple, with or without children in their census family",5665,5685,59624,70066,17.5,53184,61491,15.6
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4,0,"        One couple, without children in their census family",2950,3285,48299,55241,14.4,43835,49566,13.1
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4,0,"        One couple, with children in their census family",2715,2400,73115,89326,22.2,64676,77412,19.7
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4,0,      One lone-parent census family,855,780,42075,49120,16.7,40136,44960,12
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4,0,    Other census-family households,205,170,70678,88448,25.1,60973,79808,30.9
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4,0,  Non-census-family households,2885,3630,24660,29149,18.2,23192,26638,14.9
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,0,Total – Household type including census family structure,10850,13350,53861,61017,13.3,48390,53783,11.1
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,0,  Census-family households,7945,9210,64691,76809,18.7,57597,66329,15.2
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,0,    Households consisting of only one census family without additional persons,7715,8905,64274,76097,18.4,56770,65650,15.6
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,0,"      One couple, with or without children in their census family",6885,7965,66989,79590,18.8,59077,68279,15.6
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,0,"        One couple, without children in their census family",3315,4290,54633,64576,18.2,48573,56435,16.2
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,0,"        One couple, with children in their census family",3565,3680,78687,96124,22.2,68955,82379,19.5
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,0,      One lone-parent census family,835,940,44883,51680,15.1,41908,47373,13
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,0,    Other census-family households,230,305,82401,98688,19.8,74134,87168,17.6
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,0,  Non-census-family households,2905,4145,29786,34148,14.6,26128,29963,14.7
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,0,Total – Household type including census family structure,19665,23140,52906,60385,14.1,46854,52618,12.3
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,0,  Census-family households,13785,15465,67799,78774,16.2,58669,67742,15.5
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,0,    Households consisting of only one census family without additional persons,13410,14990,67202,78442,16.7,58265,67291,15.5
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,0,"      One couple, with or without children in their census family",11805,13265,70753,82658,16.8,61773,70400,14
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,0,"        One couple, without children in their census family",6175,7520,56625,66209,16.9,49361,57543,16.6
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,0,"        One couple, with children in their census family",5625,5745,85384,103072,20.7,74662,87099,16.7
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,0,      One lone-parent census family,1610,1725,44764,51218,14.4,42540,46743,9.9
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,0,    Other census-family households,370,475,81824,91520,11.8,77364,82517,6.7
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,0,  Non-census-family households,5880,7675,24790,31031,25.2,23208,28096,21.1
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4,0,Total – Household type including census family structure,5810,6010,41767,45266,8.4,38280,41230,7.7
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4,0,  Census-family households,3870,3730,53688,62001,15.5,49176,55175,12.2
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4,0,    Households consisting of only one census family without additional persons,3800,3630,53452,61606,15.3,48762,54802,12.4
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4,0,"      One couple, with or without children in their census family",3380,3180,56935,64922,14,50301,57312,13.9
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4,0,"        One couple, without children in their census family",2035,2175,46959,53709,14.4,42388,48738,15
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4,0,"        One couple, with children in their census family",1340,1005,70605,89088,26.2,62896,77239,22.8
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4,0,      One lone-parent census family,425,450,37143,44501,19.8,36119,41515,14.9
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4,0,    Other census-family households,65,95,70389,74752,6.2,62074,69376,11.8
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4,0,  Non-census-family households,1940,2285,20902,23643,13.1,20812,22985,10.4
2436,Shawinigan,Territoire équivalent,Quebec,24,4,0,Total – Household type including census family structure,24215,24410,41865,44555,6.4,37715,40322,6.9
2436,Shawinigan,Territoire équivalent,Quebec,24,4,0,  Census-family households,14585,13535,58765,65219,11,51549,57412,11.4
2436,Shawinigan,Territoire équivalent,Quebec,24,4,0,    Households consisting of only one census family without additional persons,13935,12990,58148,64677,11.2,51016,56853,11.4
2436,Shawinigan,Territoire équivalent,Quebec,24,4,0,"      One couple, with or without children in their census family",11330,10800,63900,69632,9,56169,60757,8.2
2436,Shawinigan,Territoire équivalent,Quebec,24,4,0,"        One couple, without children in their census family",6470,7090,53035,59740,12.6,46899,52752,12.5
2436,Shawinigan,Territoire équivalent,Quebec,24,4,0,"        One couple, with children in their census family",4855,3715,82575,93107,12.8,71180,80349,12.9
2436,Shawinigan,Territoire équivalent,Quebec,24,4,0,      One lone-parent census family,2610,2185,37258,43477,16.7,36514,40544,11
2436,Shawinigan,Territoire équivalent,Quebec,24,4,0,    Other census-family households,650,550,77594,78379,1,67993,71936,5.8
2436,Shawinigan,Territoire équivalent,Quebec,24,4,0,  Non-census-family households,9630,10875,20941,24227,15.7,20353,23208,14
2437,Francheville,Census division,Quebec,24,4.3,0,Total – Household type including census family structure,64725,71355,47709,51335,7.6,42550,45538,7
2437,Francheville,Census division,Quebec,24,4.3,0,  Census-family households,40040,41865,66453,73825,11.1,57608,63834,10.8
